Dataset,Config,Machine,TrainTime,F1
SMD,TranAD_Scratch,machine-2-7,22.301673650741577,0.9561078323488426
SMD,TranAD_Scratch,machine-2-8,21.812793970108032,0.051200009769311675
SMD,TranAD_Scratch,machine-2-9,24.22486138343811,0.43053742740636675
SMD,TranAD_Scratch,machine-3-1,24.237860679626465,0.8143273117248806
SMD,TranAD_Scratch,machine-3-10,21.434269905090332,0.0
SMD,TranAD_Scratch,machine-3-11,28.328948736190796,0.05013660468687765
SMD,TranAD_Scratch,machine-3-2,21.39804744720459,0.0
SMD,TranAD_Scratch,machine-3-3,20.61716389656067,0.0
SMD,TranAD_Scratch,machine-3-4,19.88617253303528,0.4530408691366682
SMD,TranAD_Scratch,machine-3-5,37.49442148208618,0.07936431678123639
SMD,TranAD_Scratch,machine-3-6,46.771750926971436,0.8945871537163678
SMD,TranAD_Scratch,machine-3-7,47.40470623970032,0.8034321813124974
SMD,TranAD_Scratch,machine-3-8,47.49849557876587,0.380014756347473
SMD,TranAD_Scratch,machine-3-9,47.724316120147705,0.6941532622756948
