Dataset,Accuracy,Precision,Recall,F1,TotalTime,Error
SMD,0.0,0.0,0.0,0.0,0.0,"CUDA out of memory. Tried to allocate 100.00 MiB. GPU 0 has a total capacity of 3.68 GiB of which 57.50 MiB is free. Including non-PyTorch memory, this process has 3.23 GiB memory in use. Of the allocated memory 2.83 GiB is allocated by PyTorch, and 287.08 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
